"","evangelical","attend","prayschool","literal","male","white","coldeg","repubid","age"
"6583",0,3,0,0,0,1,1,0,65
"6584",0,6,0,1,0,0,0,0,19
"6585",0,3,0,0,1,0,1,1,29
"6586",0,1,0,0,1,1,1,5,49
"6587",0,7,0,0,1,0,1,0,56
"6588",0,3,1,0,0,1,0,2,63
"6589",0,2,0,0,1,1,0,4,51
"6590",0,6,0,0,1,0,0,1,57
"6591",0,0,0,0,1,1,0,3,32
"6592",0,0,0,0,0,1,1,5,80
"6593",0,6,0,0,1,1,1,0,33
"6594",0,7,0,0,0,1,0,1,85
"6595",0,0,0,0,1,1,0,3,84
"6596",0,3,1,0,1,1,0,2,88
"6597",0,2,0,0,0,1,0,0,28
"6598",0,7,0,0,1,1,0,3,37
"6599",0,7,0,0,0,1,0,3,78
"6600",0,2,0,0,1,1,0,0,20
"6601",0,2,1,0,1,1,1,5,25
"6602",0,2,0,0,0,1,0,4,39
"6603",0,7,0,0,0,1,0,6,44
"6604",0,1,0,0,1,1,0,4,35
"6605",0,2,0,0,1,1,0,2,34
"6606",0,2,0,0,1,1,1,5,51
"6607",0,0,0,1,1,1,0,6,36
"6608",0,7,0,0,1,1,1,1,23
"6609",0,0,0,0,0,1,0,3,19
"6610",0,7,0,1,1,1,0,3,48
"6611",0,2,0,0,0,1,0,3,56
"6612",1,6,0,0,1,1,1,5,34
"6613",0,5,0,0,1,1,0,5,70
"6614",0,5,0,0,1,1,0,4,25
"6615",0,6,0,0,0,1,0,6,64
"6616",0,2,0,0,0,1,1,0,52
"6617",0,2,0,0,1,1,0,4,46
"6618",0,7,0,0,1,1,1,2,69
"6619",0,4,0,0,0,1,1,0,32
"6620",1,1,1,0,1,1,1,5,52
"6621",0,4,0,0,0,0,0,1,38
"6622",0,1,0,0,0,1,0,5,48
"6623",0,0,0,0,1,1,1,1,77
"6624",0,1,0,0,1,1,0,5,44
"6625",0,5,0,0,0,1,0,5,41
"6626",0,5,1,0,0,1,1,3,27
"6627",0,0,0,0,0,1,1,2,33
"6628",0,0,1,0,0,1,0,4,68
"6629",0,2,1,0,0,1,0,2,21
"6630",0,5,0,0,1,0,0,1,20
"6631",0,2,0,0,1,1,0,3,38
"6632",0,4,0,0,0,0,1,0,32
"6633",0,6,1,0,0,1,1,1,27
"6634",0,1,0,0,0,1,0,2,72
"6635",0,8,0,1,1,1,1,5,34
"6636",0,6,0,0,0,1,0,2,34
"6637",0,7,0,0,0,1,1,6,38
"6638",0,3,1,0,0,1,0,6,69
"6639",0,7,1,0,1,1,1,6,45
"6640",0,5,1,0,1,1,0,1,59
"6641",0,7,0,0,0,1,1,0,82
"6642",0,2,0,0,0,1,0,1,60
"6643",0,7,0,0,1,1,1,5,60
"6644",0,5,1,0,0,1,1,2,81
"6645",0,7,0,0,0,1,0,0,83
"6646",0,7,0,0,0,1,0,5,39
"6647",0,2.39943208707998,0,0,0,1,0,2,49
"6648",0,1,0,0,0,1,1,5,32
"6649",0,0,0,0,1,1,1,6,81
"6650",1,3,0,0,0,1,0,3,52
"6651",0,4,1,0,0,1,0,1,51
"6652",0,1,0,0,1,1,1,3,62
"6653",0,2,0,0,1,1,0,6,24
"6654",1,2,0,0,0,1,0,0,26
"6655",0,1,0,0,1,1,0,6,42
"6656",0,0,1,0,0,1,1,4,50
"6657",0,1,0,0,0,1,1,1,35
"6658",0,3,0,0,0,1,0,5,53
"6659",0,3,0,0,0,1,1,0,42
"6660",1,8,0,1,0,1,0,5,41
"6661",0,4,1,0,0,0,0,4,33
"6662",0,7,0,0,0,1,1,2,24
"6663",0,8,0,0,1,1,1,3,27
"6664",1,7,0,1,1,1,1,6,50
"6665",0,4,1,0,1,0,1,2,32
"6666",0,2,0,0,0,1,1,1,52
"6667",0,4,0,0,1,1,0,5,23
"6668",1,0,0,0,0,1,0,5,39
"6669",0,2,0,0,0,1,1,0,41
"6670",0,0,0,0,0,1,1,4,49
"6671",0,0,1,0,1,1,0,2.82677301890064,42
"6672",0,1,0,0,0,1,0,6,41
"6673",0,2,0,0,0,1,0,5,89
"6674",0,7,0,0,0,1,1,0,40
"6675",0,7,0,0,0,1,1,2,52
"6676",0,6,0,0,1,1,1,5,25
"6677",0,0,0,0,0,1,0,1,37
"6678",0,0,0,0,1,1,0,2,31
"6679",1,5,0,1,1,1,0,6,75
"6680",0,6,0,0,0,1,0,3,56
"6681",0,2,1,0,1,1,0,0,27
"6682",0,4,0,0,1,1,0,5,44
"6683",0,3,1,0,0,1,0,3,36
"6684",0,7,0,0,1,1,1,6,39
"6685",0,2,0,0,0,1,0,6,68
"6686",1,8,0,0,0,1,1,5,82
"6687",0,3,0,0,0,1,0,0,66
"6688",1,7,0,1,0,1,0,4,47
"6689",1,8,0,0,0,0,1,3,44
"6690",0,5,0,0,1,0,0,3,50
"6691",0,2,0,0,1,1,0,3,49
"6692",0,0,0,0,1,1,0,3,55
"6693",0,3,0,0,0,1,0,1,33
"6694",1,5,1,0,1,1,0,1,32
"6695",1,7,0,0,0,1,0,6,55
"6696",0,0,0,0,1,1,0,3,46
"6697",0,3,0,1,0,1,0,4,54
"6698",1,2,0,0,0,1,0,0,45
"6699",1,7,0,0,1,0,0,5,58
"6700",0,0,0,0,0,1,0,3,34
"6701",1,7,0,0,0,1,0,5,56
"6702",0,3,0,0,1,1,0,1,48
"6703",0,3,0,0,1,1,1,1,57
"6704",1,0,0,0,1,1,0,1,51
"6705",0,1,0,0,0,1,0,2,36
"6706",1,7,1,1,1,0,0,0,36
"6707",0,7,0,1,1,1,1,3,74
"6708",0,2,0,0,0,1,0,4,41
"6709",0,4,0,0,0,1,0,1,46
"6710",0,7,0,0,0,1,0,1,60
"6711",0,0,0,0,0,1,0,4,22
"6712",0,7,0,0,0,1,0,4,58
"6713",0,7,0,0,1,1,1,5,34
"6714",0,0,0,1,0,1,0,4,78
"6715",1,4,0,0,1,1,1,6,42
"6716",0,0,0,0,0,1,0,3,43
"6717",0,5,0,0,0,1,0,2,49
"6718",1,1,0,0,0,1,0,5,31
"6719",0,3,0,0,1,1,0,1,54
"6720",0,7,0,1,0,1,0,0,79
"6721",0,2,0,0,1,1,0,5,85
"6722",0,7,1,0,0,1,0,0,37
"6723",0,0,0,0,1,1,0,4,72
"6724",0,2,0,0,0,1,0,5,25
"6725",0,2,0,0,1,1,1,0,67
"6726",0,7,0,0,0,1,0,1,21
"6727",0,6,0,0,0,1,0,1,43
"6728",0,4,0,0,0,1,1,6,27
"6729",1,1,0,0,1,1,0,4,36
"6730",1,2,0,0,0,1,1,1,35
"6731",1,7,0,0,0,1,0,6,89
"6732",0,0,0,0,1,1,0,2,62
"6733",0,4,0,0,0,1,0,4,81
"6734",0,7,0,0,1,1,0,4,80
"6735",0,5,0,0,0,1,1,1,53
"6736",0,6,1,1,1,1,0,3,52
"6737",1,4,0,0,0,1,1,5,27
"6738",1,0,1,0,0,1,0,1,43
"6739",0,0,0,0,1,1,0,1,38
"6740",0,0,0,0,0,1,0,3,18
"6741",1,2,0,1,1,1,0,0,36
"6742",0,0,0,0,0,1,1,1,22
"6743",0,7,0,0,0,1,0,3,56
"6744",1,3,0,0,1,1,0,0,74
"6745",0,7,0,0,0,1,0,1,38
"6746",0,4,0,0,1,1,0,2,18
"6747",0,0,0,0,1,1,0,3,62
"6748",0,7,0,0,0,1,0,1,26
"6749",1,8,0,0,0,1,0,6,47
"6750",1,3,0,1,0,1,0,5,29
"6751",0,5,0,0,1,1,1,5,65
"6752",0,7,0,1,0,1,0,4,71
"6753",1,4,0,0,0,1,0,3,81
"6754",0,5,0,0,1,1,0,0,74
"6755",0,5,0,0,0,1,0,2,51
"6756",0,2,0,0,1,1,0,3,28
"6757",0,0,0,0,0,1,0,3,31
"6758",0,8,0,0,0,0,0,2,73
"6759",0,2,0,0,1,0,0,2,60
"6760",0,0,0,1,0,1,0,2,20
"6761",0,0,1,0,1,1,0,2,21
"6762",0,7,0,0,0,1,0,4,57
"6763",1,4,0,0,0,1,0,6,38
"6764",1,1,0,0,0,1,0,5,88
"6765",0,8,1,0,1,1,1,3,42
"6766",0,0,0,0,0,1,1,3,57
"6767",0,4,0,0,1,1,1,6,32
"6768",0,1,1,0,0,1,1,3,33
"6769",0,3,0,0,0,1,1,2,23
"6770",0,2,0,0,1,1,0,5,22
"6771",1,5,0,0,0,1,0,2,63
"6772",0,2,0,0,0,1,0,5,24
"6773",0,0,0,0,0,1,0,3,46
"6774",0,4,0,1,0,1,0,3,34
"6775",0,2,0,0,0,1,0,5,18
"6776",1,1,0,0,0,1,0,3,37
"6777",0,0,0,0,1,1,1,6,37
"6778",1,8,0,0,1,1,0,3,38
"6779",1,1,0,0,1,1,0,6,36
"6780",0,0,0,0,0,1,0,0,33
"6781",0,1,0,0,1,1,0,3,46
"6782",0,2,0,1,0,1,0,1,26
"6783",1,0,0,0,0,1,0,2,47
"6784",1,3,0,0,0,1,0,2,34
"6785",1,4,0,0,1,1,0,3,37
"6786",1,8,0,0,0,1,0,5,62
"6787",0,3,0,0,0,1,0,1,58
"6788",0,0,1,1,0,1,0,5,44
"6789",0,0,0,0,1,1,0,6,40
"6790",1,6,0,0,1,1,0,6,27
"6791",0,6,1,0,0,1,1,1,34
"6792",1,5,1,1,0,1,0,5,37
"6793",0,5,0,0,1,1,1,3,50
"6794",0,7,0,0,0,1,0,3,31
"6795",0,5,0,0,1,1,1,6,41
"6796",0,1,0,0,1,1,0,2,40
"6797",0,0,0,0,1,1,0,0,54
"6798",0,4,0,0,1,1,0,3,40
"6799",0,2,0,0,0,1,1,0,24
"6800",0,7,0,0,0,1,0,0,82
"6801",0,6,0,0,0,1,1,2,46
"6802",1,7,0,0,0,1,0,3,74
"6803",0,4,0,0,0,1,0,1,36
"6804",0,2,0,0,0,1,0,2,29
"6805",0,3,0,0,0,0,0,6,40
"6806",0,3,0,0,1,1,0,3,32
"6807",0,2,0,0,0,1,0,3,44
"6808",0,6,1,1,0,1,0,6,23
"6809",0,3,0,0,0,1,1,2,27
"6810",0,3,0,0,0,1,0,6,55
"6811",0,0,1,0,0,1,0,1,18
"6812",1,3,0,0,1,1,0,5,59
"6813",0,0,1,0,1,1,0,1,39
"6814",0,2,0,0,0,1,0,0,40
"6815",0,1,0,0,1,1,0,2,81
"6816",0,0,0,0,0,1,1,0,44
"6817",0,0,0,0,1,1,1,3,46
"6818",0,7,0,1,0,1,0,3,26
"6819",0,2,0,0,0,1,0,2,20
"6820",0,4,0,0,0,1,0,1,31
"6821",0,5,0,0,0,0,0,3,78
"6822",0,0,0,0,0,1,0,0,40
"6823",0,3,0,0,0,0,0,1,25
"6824",1,7,0,1,0,1,0,2,36
"6825",1,4,0,1,1,1,0,3,57
"6826",0,5,0,0,0,1,1,1,41
"6827",1,2,0,0,1,1,0,5,45
"6828",1,8,0,0,0,1,0,6,48
"6829",1,7,0,0,0,1,1,6,46
"6830",0,7,0,0,1,1,1,6,51
"6831",0,0,0,0,0,0,1,1,27
"6832",1,7,0,0,0,1,0,6,83
"6833",0,7,0,1,0,1,1,6,44
"6834",0,2,0,0,0,1,1,5,32
"6835",0,0,0,0,1,1,0,4,22
"6836",0,0,1,0,1,1,1,3,40
"6837",0,2,0,0,1,1,1,6,37
"6838",0,3,0,0,1,1,1,6,36
"6839",0,0,1,1,0,1,0,4,28
"6840",0,2,0,0,1,1,1,5,55
"6841",0,0,0,0,0,0,0,1,46
"6842",0,5,0,1,0,1,0,3,68
"6843",0,2,0,0,0,1,0,3,31
"6844",0,3,0,0,1,1,1,1,78
"6845",0,7,0,0,1,1,1,2,56
"6846",1,7,0,0,0,1,0,5,62
"6847",0,0,0,0,1,1,0,2,48
"6848",1,7,0,1,0,1,0,6,80
"6849",1,8,0,0,0,1,0,4,74
"6850",0,1,0,0,0,1,0,3,38
"6851",1,4,0,0,0,1,0,3,58
"6852",0,2,1,0,1,1,0,1,52
"6853",0,2,0,0,1,1,0,6,18
"6854",0,3,0,0,0,1,1,6,60
"6855",0,0,0,0,0,1,0,3,38
"6856",0,4,0,0,0,0,0,1,43
"6857",0,0,0,0,0,1,0,4,70
"6858",0,7,0,1,0,1,0,5,46
"6859",0,1,0,0,1,1,0,3,38
"6860",0,6,0,0,0,1,0,1,52
"6861",1,5,0,0,1,1,0,5,36
"6862",0,0,0,0,1,1,1,3,40
"6863",0,0,0,0,0,1,0,2,25
"6864",0,7,1,0,1,1,0,6,52
"6865",0,0,0,0,0,1,1,3,43
"6866",0,7,0,0,0,1,0,1,54
"6867",0,1,0,0,1,1,0,2,54
"6868",1,6,0,0,1,1,0,5,73
"6869",0,2,1,0,0,1,1,2,48
"6870",0,6,0,0,0,1,0,5,60
"6871",0,2,1,0,1,1,0,5,27
"6872",0,4,1,0,0,0,1,1,34
"6873",0,7,0,1,1,1,0,3,30
"6874",0,6,0,0,0,1,1,2,42
"6875",0,3,0,0,0,1,0,3,44
"6876",1,5,0,0,0,1,1,1,45
"6877",0,5,0,0,0,1,1,5,27
"6878",1,7,0,0,1,0,0,0,70
"6879",0,3,0,1,0,1,1,3,43
"6880",0,5,0,1,0,0,0,1,34
"6881",0,7,0,0,1,0,0,1,32
"6882",0,1,0,0,1,1,1,5,26
"6883",1,8,0,1,0,0,0,2,52
"6884",0,4,0,0,0,1,0,4,79
"6885",0,0,1,0,1,1,0,3,31
"6886",0,0,0,0,1,1,0,5,54
"6887",0,6,0,0,0,1,0,5,60
"6888",0,3,0,1,1,1,0,6,72
"6889",1,5,0,0,0,1,0,1,62
"6890",1,8,0,0,1,1,0,5,21
"6891",0,7,0,0,0,1,0,6,63
"6892",0,1,0,0,0,1,0,3,23
"6893",1,6,1,1,1,1,1,4,36
"6894",1,7,0,0,0,1,0,5,65
"6895",1,7,0,0,0,1,0,5,41
"6896",0,6,0,1,1,1,0,6,38
"6897",1,7,0,1,0,1,0,1,21
"6898",1,8,0,0,1,1,0,6,42
"6899",0,7,0,0,0,1,1,4,44
"6900",1,7,0,0,1,1,0,6,45
"6901",1,6,0,1,0,1,0,6,34
"6902",1,2,0,1,0,1,0,6,79
"6903",0,7,0,0,1,1,1,6,35
"6904",0,5,0,0,1,1,0,6,39
"6905",1,5,0,0,1,1,0,3,25
"6906",0,0,0,0,0,1,0,4,27
"6907",0,3,0,0,0,1,0,3,20
"6908",0,2,0,0,0,1,0,1,48
"6909",0,3,0,0,0,1,0,1,47
"6910",1,7,0,0,1,1,0,6,72
"6911",0,0,0,0,0,1,1,1,21
"6912",0,3,0,1,1,1,0,6,63
"6913",0,7,0,0,0,1,0,3,67
"6914",0,1,0,0,1,1,0,5,33
"6915",0,6,0,0,0,1,1,5,62
"6916",1,7,0,0,0,1,1,6,48
"6917",1,7,0,1,0,1,1,6,41
"6918",0,3,0,0,0,1,0,1,51
"6919",0,8,0,0,0,1,1,3,35
"6920",0,2,0,0,1,1,0,2,51
"6921",0,2,0,0,1,1,1,5,41
"6922",0,7,0,0,0,1,0,0,36
"6923",0,1,0,0,1,1,1,6,55
"6924",0,1,0,0,1,1,0,4,18
"6925",0,7,1,0,0,1,0,6,48
"6926",0,5,0,0,1,1,0,5,19
"6927",0,2,0,0,1,0,1,3,27
"6928",0,7,0,1,0,0,0,0,19
"6929",0,2,0,0,1,0,0,1,67
"6930",0,0,0,0,0,1,0,4,24
"6931",1,5,0,1,1,1,0,5,28
"6932",1,7,0,0,0,1,1,3,71
"6933",0,5,0,0,0,0,0,6,42
"6934",0,8,0,0,0,1,0,6,67
"6935",1,3,0,0,0,1,0,3,48
"6936",1,8,0,0,1,1,1,4,42
"6937",1,0,0,0,1,1,0,5,44
"6938",0,6,0,0,1,1,0,1,43
"6939",1,8,0,0,0,1,0,6,80
"6940",0,7,1,1,0,1,0,5,78
"6941",0,7,0,0,1,1,0,6,31
"6942",0,0,0,0,1,1,0,4,55
"6943",0,0,0,0,1,1,0,3,42
"6944",0,7,0,0,0,1,0,0,67
"6945",0,1,0,0,1,1,0,0,67
"6946",1,7,0,0,0,1,0,3,58
"6947",0,3,0,0,1,1,1,5,38
"6948",1,7,0,1,0,1,0,3,34
"6949",0,4,0,0,1,1,1,5,47
"6950",1,8,0,1,1,1,1,6,65
"6951",0,7,0,1,1,1,0,6,52
"6952",0,2,0,0,0,1,1,3,24
"6953",0,8,0,1,1,1,0,3,53
"6954",1,5,0,0,0,1,0,2,27
"6955",0,1,0,0,0,1,1,1,30
"6956",0,4,0,0,0,0,1,3,35
"6957",0,2,1,0,1,1,0,4,55
"6958",0,8,0,0,0,1,1,6,45
"6959",1,4,0,0,1,1,0,1,54
"6960",0,0,1,0,1,1,0,3,41
"6961",0,6,0,0,1,1,1,4,24
"6962",1,3,0,0,0,1,1,4,33
"6963",0,0,0,0,1,1,0,4,27
"6964",0,6,0,0,0,0,0,0,70
"6965",0,0,0,0,1,0,0,3,27
"6966",0,0,0,0,1,0,0,3,21
"6967",0,7,0,0,0,1,0,6,49
"6968",0,1,0,0,1,1,0,2,33
"6969",1,2,0,0,0,1,0,1,29
"6970",0,1,0,0,1,0,0,1,37
"6971",0,3,0,0,0,1,0,3,57
"6972",1,7,0,0,1,0,0,0,44
"6973",0,7,0,0,0,1,0,1,20
"6974",0,0,0,1,0,1,0,4,41
"6975",0,1,0,0,1,1,0,3,31
"6976",0,7,1,0,0,1,0,6,72
"6977",0,0,1,1,0,1,0,3,24
"6978",0,7,1,0,0,1,0,1,40
"6979",0,0,1,0,1,1,0,2,20
"6980",0,0,0,0,0,1,0,2,24
"6981",0,7,0,0,1,0,0,0,54
"6982",0,2,0,0,1,1,0,2,64
"6983",1,3,0,0,1,1,1,4,58
"6984",0,7,0,0,0,1,1,5,46
"6985",0,7,0,0,0,1,1,6,40
"6986",0,6,0,1,1,1,0,3,42
"6987",0,0,0,0,0,1,1,2,45
"6988",0,5,0,0,0,1,1,5,28
"6989",1,8,0,0,0,1,0,3,75
"6990",0,2,0,0,0,1,1,0,64
"6991",0,0,0,0,0,1,1,0,31
"6992",1,7,0,1,0,0,0,0,35
"6993",0,5,0,0,1,1,0,1,65
"6994",0,7,0,0,1,1,0,6,66
"6995",1,7,0,0,1,1,1,5,30
"6996",0,7,0,1,0,1,0,5,89
"6997",0,2,1,0,1,1,0,3,24
"6998",0,5,0,0,1,1,1,2,29
"6999",0,6,0,0,0,0,0,1,19
"7000",1,5,0,0,0,1,0,3,60
"7001",0,0,1,0,0,1,0,2,28
"7002",0,0,1,0,1,1,1,2,52
"7003",0,8,0,0,0,1,0,3,34
"7004",0,2,1,0,0,1,0,3,22
"7005",0,0,0,0,1,1,0,2,72
"7006",0,0,1,0,0,1,0,2,23
"7007",0,3,0,0,1,1,0,4,55
"7008",0,0,0,1,0,1,0,4,42
"7009",1,4,0,0,1,1,0,1,78
"7010",0,0,0,0,1,1,0,3,49
"7011",1,4,0,0,1,1,0,4,27
"7012",0,3,0,0,0,1,0,3,63
"7013",1,5,0,0,1,1,1,6,50
"7014",0,3,0,0,0,1,0,2,35
"7015",0,4,1,0,0,1,1,3,28
"7016",0,6,0,0,1,1,0,6,70
"7017",0,7,0,0,0,1,0,3,67
"7018",0,0,1,0,1,1,0,0,25
"7019",0,0,0,0,0,1,0,3,43
"7020",1,6,0,0,1,1,1,4,30
"7021",0,0,0,0,0,1,0,0,65
"7022",0,7,0,1,0,1,1,1,50
"7023",1,5,0,0,0,1,0,4,52
"7024",1,3,0,0,1,1,0,3,65
"7025",1,7,0,0,0,1,0,6,81
"7026",0,3,0,0,1,1,0,3,18
"7027",0,2,0,0,0,1,0,3,28
"7028",0,0,0,0,0,1,0,1,41
"7029",1,3,0,0,1,1,0,5,38
"7030",1,3,0,0,0,1,0,4,28
"7031",0,7,0,0,1,1,0,0,77
"7032",0,7,0,0,0,1,0,4,82
"7033",0,2,0,0,1,1,1,5,23
"7034",0,5,0,0,0,1,1,0,24
"7035",0,7,0,0,0,1,0,6,72
"7036",0,3,1,0,0,1,0,0,19
"7037",1,4,1,0,1,1,0,6,29
"7038",0,2,1,0,1,1,0,6,22
"7039",1,5,0,0,1,1,0,4,61
"7040",1,8,0,0,0,1,0,5,21
"7041",0,5,1,0,0,1,0,1,20
"7042",1,1,0,0,1,1,0,6,18
"7043",0,2,1,0,1,1,0,2,21
"7044",0,2,0,0,1,1,1,5,26
"7045",0,7,0,0,1,0,1,1,49
"7046",1,8,0,0,0,1,1,6,38
"7047",0,8,0,0,0,0,0,1,19
"7048",1,5,0,0,1,1,1,5,32
"7049",1,8,0,1,0,1,0,6,61
"7050",0,6,0,0,0,0,1,3,54
"7051",0,7,1,0,1,0,1,2,66
"7052",1,0,0,0,0,1,0,3,25
"7053",0,2,1,0,1,1,1,6,26
"7054",0,0,1,0,0,1,0,3,24
"7055",1,5,0,0,0,0,0,2,30
"7056",0,4,1,0,0,1,0,5,57
"7057",0,8,0,0,0,1,1,1,23
"7058",0,6,0,0,1,0,0,1,74
"7059",0,0,0,0,1,1,0,3,39
"7060",1,6,1,0,0,1,1,1,57
"7061",1,5,0,0,0,0,0,1,24
"7062",0,7,0,0,1,0,0,0,46
"7063",0,7,0,0,0,0,0,0,57
"7064",0,3,0,1,1,0,0,2,24
"7065",1,3,0,0,0,0,0,1,34
"7066",0,2,0,0,0,0,0,3,40
"7067",0,5,0,1,0,0,0,1,57
"7068",0,4,0,0,0,0,0,0,50
"7069",0,5,0,1,0,0,0,1,38
"7070",0,2,0,1,1,0,0,4,26
"7071",0,2,0,0,1,1,1,3,68
"7072",0,5,1,0,1,1,1,2,57
"7073",0,2,0,0,1,1,1,4,52
"7074",1,0,0,0,0,1,0,4,60
"7075",0,0,0,0,0,1,0,1,43
"7076",0,2,0,0,1,1,1,6,40
"7077",1,0,0,0,1,1,0,0,70
"7078",0,0,0,0,0,1,0,3,79
"7079",0,0,0,0,1,1,1,1,57
"7080",1,5,0,0,0,1,0,6,37
"7081",1,7,0,0,0,1,0,5,56
"7082",1,7,0,0,1,1,0,5,48
"7083",1,8,0,1,1,1,1,6,73
"7084",0,3,1,0,0,1,1,5,50
"7085",0,6,0,0,1,1,1,6,56
"7086",0,2,0,0,0,1,0,6,79
"7087",1,3,0,0,0,1,0,5,21
"7088",0,7,0,0,1,1,1,6,60
"7089",0,2,0,0,0,1,0,5,21
"7090",0,5,1,0,1,1,1,5,44
"7091",0,4,0,0,0,1,0,1,68
"7092",0,4,0,0,0,1,0,1,39
"7093",0,4,0,0,1,1,0,1,44
"7094",0,2,1,0,0,1,0,0,70
"7095",1,3,0,0,0,1,0,5,34
"7096",1,7,0,0,1,1,0,0,67
"7097",0,5,0,0,1,1,0,3,52
"7098",0,1,0,0,0,1,0,5,89
"7099",0,2,0,0,0,1,0,0,55
"7100",0,0,0,0,0,1,0,0,64
"7101",0,0,1,0,1,1,0,3,75
"7102",1,7,0,1,0,1,0,5,59
"7103",1,7,0,0,0,1,0,6,62
"7104",0,0,0,0,1,1,1,0,47
"7105",1,6,0,0,0,1,0,6,32
"7106",1,3,0,0,0,1,0,4,36
"7107",0,7,0,0,1,1,0,5,80
"7108",0,7,0,0,1,1,0,5,87
"7109",0,7,0,0,1,1,0,1,45
"7110",0,3,0,0,0,1,0,0,71
"7111",0,3,0,0,0,1,0,0,57
"7112",0,5,1,1,1,1,0,0,67
"7113",0,5,0,0,0,1,0,1,21
"7114",0,3,0,0,0,1,0,6,35
"7115",0,4,0,0,0,1,0,0,58
"7116",0,0,1,0,1,1,0,6,35
"7117",0,0,0,0,1,1,0,1,22
"7118",0,3,0,1,1,1,0,5,59
"7119",0,0,0,0,0,1,0,2,38
"7120",0,6,0,1,1,1,0,3,83
"7121",0,3,0,0,1,0,0,3,25
"7122",0,0,0,0,0,1,0,1,30
"7123",1,0,0,0,0,0,0,2,73
"7124",1,2,0,0,1,1,0,0,44
"7125",0,0,0,0,1,1,0,6,59
"7126",1,7,0,1,1,1,1,6,53
"7127",0,5,0,1,0,0,0,2,68
"7128",0,3,0,1,0,0,0,4,31
"7129",1,8,0,0,1,0,1,0,32
"7130",0,4,0,0,1,0,0,0,52
"7131",0,8,0,1,1,0,0,0,63
"7132",0,5,0,1,0,0,0,3,47
"7133",1,5,0,0,1,0,0,1,47
"7134",0,7,0,1,0,0,0,0,79
"7135",0,7,0,0,0,0,0,1,86
"7136",0,3,0,0,0,0,0,2,45
"7137",0,8,0,1,0,0,0,0,82
"7138",1,7,0,1,0,0,0,0,29
"7139",0,5,0,0,0,0,0,3,23
"7140",1,5,0,0,1,0,0,1,43
"7141",0,3,0,0,0,0,1,2,30
"7142",0,3,0,1,0,0,0,1,38
"7143",0,5,0,0,1,0,0,5,50
"7144",0,0,0,0,1,1,1,0,75
"7145",0,2,1,0,0,1,1,2,44
"7146",1,7,0,1,0,0,0,1,55
"7147",1,7,0,0,0,0,0,0,36
"7148",0,6,0,0,1,0,0,3,43
"7149",0,4,0,0,0,0,0,3,26
"7150",1,8,0,0,1,1,0,3,39
"7151",0,0,0,0,1,1,1,2,34
"7152",0,0,0,0,0,1,0,5,72
"7153",1,8,0,1,1,1,1,6,50
"7154",0,2,0,0,1,1,0,6,79
"7155",0,7,0,0,1,0,0,0,28
"7156",0,2,0,0,0,1,0,6,50
"7157",0,3,0,0,1,1,0,5,20
"7158",0,5,1,0,0,0,0,1,40
"7159",0,0,1,0,1,1,1,2,51
"7160",0,4,0,0,0,0,0,1,26
"7161",1,7,0,0,0,0,1,4,29
"7162",0,3,1,0,0,1,0,2,29
"7163",0,3,0,0,1,1,0,3,51
"7164",1,3,0,1,1,1,0,3,58
"7165",0,0,0,0,0,1,0,2,64
"7166",0,0,1,0,1,1,1,2,58
"7167",1,7,0,0,0,0,1,5,26
"7168",0,0,0,0,1,1,0,2,50
"7169",1,7,0,0,0,1,0,6,81
"7170",0,3,0,0,1,1,0,0,83
"7171",1,0,0,0,0,1,0,1,65
"7172",0,0,0,0,0,1,0,6,25
"7173",0,0,0,0,0,1,0,6,45
"7174",0,0,0,0,1,1,0,3,48
"7175",0,0,0,0,0,1,0,1,28
"7176",1,7,0,0,0,1,1,4,31
"7177",0,6,0,0,0,0,0,2,27
"7178",1,6,0,0,0,0,0,1,23
"7179",0,5,0,0,0,0,0,1,71
"7180",0,5,0,1,0,0,1,0,51
"7181",0,0,0,1,1,0,0,2,57
"7182",0,5,0,0,0,0,1,1,50
"7183",0,5,0,0,1,0,0,2,31
"7184",0,0,0,0,1,0,0,3,47
"7185",0,6,0,1,1,0,0,2,52
"7186",0,0,1,1,1,0,0,3,30
"7187",0,5,0,1,0,0,1,0,37
"7188",0,0,0,0,1,0,0,0,47
"7189",1,8,0,0,0,0,1,0,18
"7190",0,0,1,0,0,1,0,1,36
"7191",1,6,0,0,1,1,1,6,69
"7192",0,0,1,0,1,1,1,2,39
"7193",0,5,0,0,0,1,1,0,67
"7194",0,7,0,0,1,1,1,4,77
"7195",0,1,1,0,0,1,1,6,60
"7196",0,3.26471028597095,1,0,1,1,1,0,66
"7197",0,7,1,0,1,0,1,1,31
"7198",0,6,0,0,0,0,1,0,33
"7199",1,3,0,0,1,1,1,3,38
"7200",0,5,0,0,0,0,0,0,32
"7201",0,1,0,1,1,1,0,3,40
"7202",0,0,0,0,1,1,0,2,59
"7203",0,2,0,0,0,1,1,2,25
"7204",0,8,0,0,0,0,0,1,28
"7205",0,3,0,0,0,1,1,0,44
"7206",1,2,0,1,0,1,0,5,67
"7207",1,0,0,0,1,1,0,0,44
"7208",1,4,0,0,1,1,0,5,59
"7209",0,4,0,0,0,1,1,0,62
"7210",0,7,0,0,1,0,0,3,49
"7211",0,2,0,0,0,1,1,2,27
"7212",0,7,0,0,1,1,1,6,58
"7213",1,7,0,1,0,1,0,0,83
"7214",1,2,0,0,1,1,0,5,27
"7215",0,6,0,0,0,0,1,0,35
"7216",0,6,0,0,0,0,0,6,53
