"","evangelical","attend","prayschool","literal","male","white","coldeg","repubid","age"
"10742",0,3,1,0,0,1,0,0,21
"10743",0,6,1,0,1,1,1,6,69
"10744",0,0,1,0,1,1,0,1,34
"10745",0,3,1,0,0,1,1,3,51
"10746",0,2,0,0,0,1,0,0,89
"10747",1,4,0,0,1,1,0,0,25
"10748",0,2,1,0,0,1,0,0,21
"10749",0,3,0,0,0,1,0,1,22
"10750",0,0,0,0,1,0,1,1,31
"10751",0,2,0,0,1,1,1,5,36
"10752",1,4,0,0,1,1,0,0,23
"10753",1,0,1,0,1,1,1,1,34
"10754",1,2,0,1,0,1,0,6,30
"10755",1,5,0,0,0,1,0,4,22
"10756",1,8,0,1,1,1,0,5,32
"10757",0,7,0,1,0,0,0,1,34
"10758",0,2,0,0,1,1,1,6,43
"10759",0,3.26471028597095,0,0,1,0,0,1.74656852993833,53
"10760",0,6,0,1,0,0,0,3,26
"10761",1,2,0,1,0,1,0,3,42
"10762",1,2,0,0,1,1,0,5,35
"10763",0,5,0,0,0,0,0,6,37
"10764",0,8,0,0,0,0,0,0,31
"10765",1,7,0,0,0,1,0,3,72
"10766",0,4,0,0,0,0,0,0,89
"10767",0,0,1,0,1,1,1,3,23
"10768",1,7,0,0,0,1,0,6,63
"10769",0,5,0,0,1,0,0,3,32
"10770",0,8,0,0,0,0,0,3,51
"10771",0,5,0,0,1,0,1,1,26
"10772",1,5,0,1,0,1,0,5,22
"10773",0,3,0,0,0,0,0,0,25
"10774",0,2,0,1,1,1,0,4,35
"10775",0,5,0,1,0,0,0,0,69
"10776",0,2,0,0,1,0,0,3,22
"10777",1,5,0,0,0,0,0,0,33
"10778",0,5,0,1,0,0,0,2,32
"10779",1,5,0,1,0,1,0,2,84
"10780",0,5,0,0,0,0,0,1,39
"10781",0,2,0,0,0,0,0,0,50
"10782",0,5,0,1,1,0,0,0,74
"10783",1,1,0,0,1,0,0,0,55
"10784",0,2,0,0,1,0,0,0,63
"10785",0,5,0,1,0,0,0,0,34
"10786",1,8,0,1,0,0,1,1,33
"10787",0,0,0,0,1,0,0,3,42
"10788",0,7,1,1,0,0,0,1,72
"10789",1,5,0,0,1,0,0,0,59
"10790",0,7,0,0,0,0,0,0,46
"10791",1,6,0,0,1,1,1,5,64
"10792",0,7,0,0,1,1,0,5,83
"10793",1,5,0,1,0,1,0,5,46
"10794",1,8,0,0,0,1,0,0,54
"10795",0,0,0,0,0,1,0,3,22
"10796",0,7,0,0,0,1,1,5,81
"10797",0,3,0,0,1,0,0,1,65
"10798",0,8,0,1,0,0,0,0,29
"10799",0,2,0,1,0,0,0,4,25
"10800",0,3,0,0,1,0,0,3,31
"10801",0,0,0,0,1,1,0,1,38
"10802",0,3,0,0,0,1,0,5,44
"10803",0,2,1,0,0,1,0,0,32
"10804",0,0,0,0,1,1,0,3,63
"10805",0,1,0,0,1,1,1,6,58
"10806",1,8,0,1,0,1,0,6,54
"10807",0,7,0,1,0,1,0,2,77
"10808",0,7,0,0,1,1,0,3,77
"10809",0,2,0,0,1,1,1,3,32
"10810",0,1,1,0,1,1,0,1,44
"10811",0,1,0,0,0,1,0,3,61
"10812",0,2,0,0,0,1,1,1,61
"10813",1,5,0,0,1,1,1,5,35
"10814",0,0,0,0,1,1,1,3,66
"10815",0,3,1,0,1,1,0,6,74
"10816",0,7,0,0,1,1,1,5,42
"10817",0,1,0,0,0,1,0,5,84
"10818",0,7,0,0,0,1,1,1,54
"10819",0,7,0,1,1,1,0,5,85
"10820",0,3,0,0,1,1,0,3,22
"10821",1,2,0,0,1,1,0,5,22
"10822",1,7,0,0,0,1,1,6,55
"10823",0,7,0,0,1,1,1,0,79
"10824",0,3.26471028597095,0,0,1,1,1,5,49
"10825",0,4,0,0,1,1,0,5,29
"10826",0,3,1,0,1,1,1,1,61
"10827",0,7,0,0,1,1,1,5,74
"10828",0,3,0,0,0,1,1,5,41
"10829",0,1,0,0,0,1,0,3,75
"10830",0,7,0,0,0,1,0,0,80
"10831",1,7,1,1,1,1,0,4,50
"10832",0,4,0,0,0,1,0,6,53
"10833",1,7,0,0,0,1,0,6,68
"10834",0,6,0,0,1,1,0,2,59
"10835",1,8,0,0,0,1,0,0,36
"10836",0,8,0,0,0,1,1,3,78
"10837",1,2,0,1,0,1,0,1,46
"10838",1,5,0,1,1,1,1,5,57
"10839",0,2,0,0,1,1,0,1,18
"10840",0,5,1,0,0,0,1,1,46
"10841",1,2,0,0,1,1,0,6,72
"10842",0,0,1,0,1,1,0,4,68
"10843",0,1,0,0,1,1,0,1,61
"10844",0,0,0,0,1,1,0,3,50
"10845",0,0,1,0,0,1,0,3,23
"10846",0,2,0,0,1,1,1,6,72
"10847",0,2,0,0,1,1,0,6,68
"10848",0,3,0,1,0,1,0,5,54
"10849",0,2,0,0,1,1,0,6,61
"10850",0,5,0,0,0,1,1,5,59
"10851",0,1,0,0,1,1,0,6,64
"10852",0,7,0,0,1,1,0,2,78
"10853",0,1,0,0,1,1,0,5,45
"10854",0,7,0,0,0,1,0,2,36
"10855",1,8,0,0,1,1,0,5,71
"10856",0,0,1,1,0,1,0,2,58
"10857",0,4,0,0,1,1,0,5,38
"10858",0,7,0,0,0,1,0,1,71
"10859",0,7,1,1,1,1,1,5,64
"10860",0,0,0,0,1,1,0,3,34
"10861",1,2,1,0,1,1,0,1,37
"10862",1,7,0,0,0,1,0,3,20
"10863",1,4,0,1,0,1,0,3,33
"10864",0,7,0,0,1,1,1,5,86
"10865",0,7,0,0,1,1,0,6,54
"10866",1,7,1,1,0,1,0,5,38
"10867",0,1,0,0,1,1,0,2,74
"10868",0,2,1,0,0,1,0,5,73
"10869",1,3,0,0,1,1,0,2,40
"10870",0,5,0,0,0,0,0,1,54
"10871",0,0,0,0,1,0,0,0,22
"10872",0,0,0,0,1,0,0,2,24
"10873",0,0,1,1,1,0,0,3,54
"10874",0,3,0,0,1,1,0,5,28
"10875",0,2,0,0,1,0,0,3,33
"10876",0,0,0,0,0,0,1,4,48
"10877",0,3,0,1,0,1,0,6,85
"10878",0,0,1,0,1,0,0,3,19
"10879",0,1,0,0,1,1,0,1,74
"10880",0,4,0,0,1,1,0,6,59
"10881",0,6,0,0,1,1,0,5,80
"10882",0,4,0,0,1,1,0,2,41
"10883",1,6,0,0,0,1,0,1,72
"10884",0,5,0,0,0,0,0,5,39
"10885",0,0,0,0,0,0,0,1,32
"10886",1,8,0,0,0,0,0,3,46
"10887",0,0,0,1,0,0,0,3,36
"10888",0,0,0,1,0,0,0,3,48
"10889",0,0,0,1,0,0,0,3,37
"10890",0,0,0,1,0,0,0,0,27
"10891",0,0,0,0,0,0,1,3,48
"10892",0,0,0,0,0,0,0,0,66
"10893",0,0,0,1,0,0,0,0,74
"10894",0,0,0,0,0,0,0,1,53
"10895",0,0,0,0,0,0,0,3,52
"10896",0,3,0,0,1,0,0,0,44
"10897",1,7,0,1,0,0,0,1,42
"10898",0,8,0,0,0,1,0,4,52
"10899",0,2,0,0,1,1,0,4,41
"10900",0,7,0,1,0,0,1,3,48
"10901",0,3,0,1,0,0,0,3,42
"10902",0,0,1,0,1,1,1,4,66
"10903",0,0,0,0,0,1,0,2,60
"10904",0,2,0,0,0,1,1,0,28
"10905",0,2,0,0,0,1,0,1,43
"10906",0,7,0,0,1,1,0,0,59
"10907",1,8,0,0,0,1,0,6,52
"10908",0,5,0,1,1,0,0,1,47
"10909",0,2,0,1,1,1,0,0,55
"10910",1,8,0,1,0,0,1,0,27
"10911",0,2,0,0,1,1,0,3,23
"10912",0,6,0,1,0,0,1,0,30
"10913",0,2,0,0,1,1,0,2,25
"10914",0,0,1,0,1,1,1,2,47
"10915",0,1,0,0,0,1,1,1,57
"10916",0,3,0,0,1,1,1,4,43
"10917",0,7,0,0,0,1,1,6,45
"10918",0,0,0,0,1,1,1,1,22
"10919",0,5,0,0,1,1,1,3,71
"10920",0,3,0,1,0,0,0,0,85
"10921",0,5,0,0,1,0,0,0,35
"10922",0,7,0,1,0,1,1,0,42
"10923",0,1,0,0,1,0,1,1,34
"10924",1,8,0,0,0,0,1,0,39
"10925",1,1,0,0,1,0,0,2,23
"10926",0,5,0,0,1,1,1,6,28
"10927",1,2,1,0,0,1,0,6,52
"10928",0,2,0,0,1,1,0,5,34
"10929",0,3,0,0,1,0,0,3,20
"10930",0,3,0,0,1,1,1,6,29
"10931",1,7,0,1,0,1,1,6,61
"10932",0,7,0,0,1,0,0,0,80
"10933",0,3,0,0,1,1,0,0,68
"10934",0,4,0,0,0,1,0,6,63
"10935",0,3,0,0,0,1,0,3,49
"10936",1,8,0,1,0,0,0,1,51
"10937",1,3,0,0,1,1,0,2,58
"10938",0,7,0,0,1,1,1,6,65
"10939",0,3,0,0,1,1,1,3,36
"10940",0,4,1,0,0,1,1,3,38
"10941",1,8,0,0,1,1,1,6,50
"10942",0,3,0,0,1,1,0,3,53
"10943",0,3,0,0,1,1,0,3,57
"10944",0,7,0,1,0,0,0,1,86
"10945",0,6,0,1,0,0,0,3,43
"10946",1,0,0,1,1,1,0,3,27
"10947",0,2,1,0,0,1,1,0,71
"10948",0,3,0,0,0,1,1,3,65
"10949",0,2,0,1,1,0,0,3,28
"10950",0,3,1,0,1,1,1,5,51
"10951",0,6,1,1,0,0,0,5,20
"10952",0,7,0,0,1,0,0,5,49
"10953",0,3.26471028597095,1,0,1,1,1,5,81
"10954",0,0,1,0,0,1,1,3,89
"10955",0,2,0,0,1,1,0,6,32
"10956",0,7,0,0,0,1,0,3,72
"10957",0,1,1,0,0,1,1,1,32
"10958",1,2,0,0,0,1,0,5,34
"10959",1,5,0,0,0,1,0,3,33
"10960",0,1,0,0,0,1,0,4,74
"10961",1,7,0,0,1,1,1,4,89
"10962",0,7,0,0,1,1,1,6,75
"10963",0,3,0,0,0,1,1,0,39
"10964",1,5,0,0,1,1,1,5,59
"10965",1,6,0,0,1,0,1,4,26
"10966",0,3,0,0,0,1,0,3,37
"10967",0,6,0,0,0,1,1,3,60
"10968",0,1,0,0,1,1,0,2,32
"10969",0,0,1,0,1,0,1,2,44
"10970",0,7,1,0,0,0,1,5,39
"10971",0,6,0,0,0,0,1,2,41
"10972",0,5,0,1,1,0,1,1,54
"10973",1,7,0,1,0,1,0,5,21
"10974",0,1,0,0,0,1,1,0,53
"10975",0,0,0,0,0,0,0,0,49
"10976",0,8,0,1,1,1,1,3,27
"10977",0,1,0,1,0,0,0,1,30
"10978",0,2,0,0,1,0,0,0,67
"10979",0,5,0,1,0,0,0,2,57
"10980",0,5,0,0,0,0,1,0,70
"10981",0,5,0,0,0,0,0,1,53
"10982",0,6,0,0,1,0,0,0,41
"10983",0,0,0,0,1,1,1,2,35
"10984",1,7,0,0,0,1,0,5,75
"10985",0,3.26471028597095,0,0,1,0,1,1.74656852993833,32
"10986",0,7,1,0,0,1,1,1,28
"10987",0,4,1,0,1,1,1,4,24
"10988",0,0,0,0,1,0,0,2,23
"10989",0,7,0,0,0,1,0,4,68
"10990",1,3,0,0,1,1,0,6,27
"10991",0,1,0,0,1,1,1,0,29
"10992",0,1,0,0,0,1,1,1,26
"10993",0,2,0,0,0,1,1,1,54
"10994",0,0,0,0,0,1,1,1,67
"10995",0,2,0,0,1,1,0,0,31
"10996",1,3,0,1,0,1,0,6,34
"10997",0,0,0,0,0,1,1,0,21
"10998",0,0,1,0,1,1,1,2,26
"10999",0,7,0,0,1,1,0,6,26
"11000",1,8,0,0,1,1,1,6,66
"11001",0,8,0,0,0,0,0,2,22
"11002",0,1,0,0,1,1,1,2,53
"11003",0,2,0,0,1,0,0,1,59
"11004",0,0,0,0,1,1,0,1,21
"11005",0,7,0,0,1,1,1,3,60
"11006",0,2,0,0,0,1,1,1,25
"11007",1,8,0,0,0,0,0,1,60
"11008",0,5,0,0,0,1,1,1,55
"11009",0,0,0,0,1,0,1,3,50
"11010",0,7,0,0,0,1,1,2,26
"11011",0,4,0,1,0,0,0,1,27
"11012",1,4,0,0,0,0,0,2,21
"11013",0,5,0,1,0,1,0,6,21
"11014",0,3,0,0,1,1,1,3,26
"11015",0,3,0,0,1,1,1,0,72
"11016",0,4,0,0,0,0,0,2,20
"11017",1,5,0,1,1,0,0,0,28
"11018",1,8,0,0,0,1,0,6,66
"11019",0,3,0,1,0,1,0,6,83
"11020",0,0,0,0,1,1,0,6,41
"11021",0,7,0,0,1,1,0,5,57
"11022",0,6,0,0,1,1,0,4,33
"11023",0,8,0,0,0,1,0,5,66
"11024",0,8,0,0,0,1,0,5,76
"11025",0,2,0,0,0,1,0,1,54
"11026",1,7,0,1,0,0,1,5,36
"11027",1,3,1,0,0,1,0,0,66
"11028",1,6,0,0,0,1,1,6,36
"11029",1,7,0,0,0,1,1,5,23
"11030",1,5,1,1,0,1,1,4,41
"11031",0,7,0,1,1,0,0,0,59
"11032",0,5,0,0,1,0,1,6,33
"11033",1,8,0,1,1,1,1,5,59
"11034",0,1,0,0,0,1,0,5,74
"11035",1,7,0,1,0,1,1,1,37
"11036",0,5,0,0,0,0,0,3,32
"11037",0,7,0,0,0,0,1,1,45
"11038",0,0,0,0,1,1,0,2,60
"11039",1,7,1,0,1,1,1,6,30
"11040",1,6,0,0,0,1,1,6,38
"11041",0,5,0,0,0,1,0,3,30
"11042",1,7,0,0,1,1,1,5,29
"11043",1,1,1,0,1,1,0,0,55
"11044",0,5,1,0,0,1,1,5,26
"11045",1,8,0,1,0,1,0,2,52
"11046",1,3,0,0,0,1,0,1,51
"11047",0,4,1,0,1,1,0,5,22
"11048",0,0,0,0,1,0,0,3,29
"11049",1,7,0,0,1,1,0,5,30
"11050",1,6,0,1,0,0,0,0,41
"11051",1,8,0,0,0,1,0,1,69
"11052",0,8,0,0,0,1,1,6,61
"11053",1,8,0,1,0,0,0,4,39
"11054",0,7,1,0,1,0,0,0,23
"11055",1,8,0,0,0,1,0,4,49
"11056",1,8,0,0,0,1,0,1,53
"11057",0,7,0,0,1,0,1,1,44.0891923300407
"11058",1,8,0,1,0,0,0,1,37
"11059",0,4,0,0,1,0,0,0,25
"11060",0,7,0,0,0,0,0,1,28
"11061",1,3,0,0,0,1,0,4,64
"11062",1,0,0,0,1,1,0,5,41
"11063",1,0,1,0,0,1,0,2,57
"11064",0,3,0,0,0,1,0,0,68
"11065",0,3,0,1,1,0,0,0,71
"11066",1,5,0,0,0,1,0,2,58
"11067",0,4,0,0,1,0,0,2,35
"11068",1,8,0,1,0,1,1,5,46
"11069",1,3,0,0,1,1,0,2,43
"11070",1,3,0,0,0,1,0,0,72
"11071",0,1,1,0,0,1,0,3,54
"11072",0,6,0,1,0,1,0,6,63
"11073",1,1,0,0,1,1,0,2,53
"11074",0,3,0,0,0,1,1,3,52
"11075",1,7,0,1,1,0,0,2,71
"11076",1,3,0,0,0,1,0,3,48
"11077",1,0,0,0,1,1,0,1,39
"11078",1,8,0,1,0,1,0,3,70
"11079",0,8,1,0,0,1,1,5,38
"11080",1,5,0,1,0,1,0,3,39
"11081",1,0,0,1,0,1,0,0,35
"11082",1,3,0,0,0,1,0,0,77
"11083",0,0,1,0,1,1,0,3,38
"11084",1,3,0,0,0,1,1,3,38
"11085",0,0,0,0,1,1,0,2,45
"11086",1,5,0,0,1,1,0,3,57
"11087",0,7,0,0,0,1,0,5,32
"11088",0,3,0,0,1,1,0,3,32
"11089",1,1,0,0,1,1,0,5,55
"11090",1,2,0,1,0,1,0,3,36
"11091",0,8,0,0,1,1,1,4,59
"11092",1,2,0,0,1,1,0,3,75
"11093",0,6,0,0,1,1,1,3,75
"11094",0,2,0,0,1,0,0,3,47
"11095",0,2,0,1,0,0,0,3,61
"11096",1,8,0,0,1,0,0,3,54
"11097",0,0,0,0,1,0,1,4,35
"11098",0,0,1,0,0,0,0,3,30
"11099",0,2,0,1,0,0,0,1,33
"11100",0,3,0,0,1,0,0,1,23
"11101",0,3,0,0,0,0,0,3,46
"11102",0,0,0,0,0,0,1,3,49
"11103",0,5,0,1,0,0,1,1,35
"11104",0,4,0,0,1,0,1,3,47
"11105",0,0,1,1,1,0,1,0,71
"11106",0,5,0,0,1,0,0,5,35
"11107",0,6,0,0,0,0,0,3,48
"11108",0,0,1,0,0,0,0,3,52
"11109",0,8,0,0,1,1,0,5,20
"11110",0,1,0,0,0,0,0,3,34
"11111",0,8,0,1,0,0,0,1,49
"11112",0,0,0,0,1,0,0,3,33
"11113",0,6,1,1,0,0,0,1,70
"11114",0,7,0,1,0,0,0,0,43
"11115",0,7,0,0,0,0,0,1,71
"11116",1,1,0,0,1,0,0,5,19
"11117",0,5,0,0,1,0,1,0,36
"11118",0,0,0,1,1,0,0,1,41
"11119",0,6,0,0,1,1,1,1,43
"11120",0,1,0,0,1,1,0,6,30
"11121",0,5,0,0,1,0,0,1,64
"11122",1,5,0,0,0,0,0,3,40
"11123",0,2,0,0,0,0,0,4,49
"11124",1,6,0,0,1,0,0,3,58
"11125",0,6,0,0,1,0,0,1,39
"11126",1,0,0,0,1,0,0,5,31
"11127",0,4,0,1,0,0,0,3,32
"11128",0,0,1,0,1,0,0,3,19
"11129",0,2,1,0,1,0,0,3,47
"11130",0,7,0,0,1,0,0,3,37
"11131",0,2,0,0,1,0,0,3,32
"11132",1,4,0,0,0,0,0,3,20
"11133",0,2,0,1,0,0,0,3,51
"11134",0,5,0,0,0,0,0,3,29
"11135",0,2,0,0,1,0,0,3,53
"11136",0,5,0,0,1,0,0,0,52
"11137",0,4,0,0,0,0,0,3,38
"11138",0,0,0,0,1,0,0,3,41
"11139",0,0,1,1,1,0,0,3,28
"11140",0,6,0,0,1,0,1,3,37
"11141",0,5,0,0,0,0,0,2,45
"11142",0,5,1,1,0,0,0,3,42
"11143",1,8,1,1,0,0,0,3,34
"11144",0,3,1,0,0,0,1,3,39
"11145",0,4,0,0,1,0,0,3,33
"11146",1,7,0,0,0,0,0,3,42
"11147",0,3,0,0,0,0,0,3,33
"11148",0,7,0,0,0,0,0,3,55
"11149",0,0,0,0,1,1,1,2,55
"11150",0,7,0,0,1,1,0,6,70
"11151",0,0,0,0,1,1,1,5,39
"11152",0,0,1,1,1,0,0,5,39
"11153",0,2,0,0,0,0,0,5,35
"11154",1,5,0,1,0,1,0,3,19
"11155",0,8,0,0,1,0,0,1,42
"11156",0,7,0,0,0,1,0,5,27
"11157",0,2,0,0,1,1,0,5,31
"11158",1,7,0,1,1,1,0,6,39
"11159",1,3,1,1,1,1,0,5,34
"11160",0,0,0,0,1,1,0,4,27
"11161",0,0,0,0,1,1,0,4,54
"11162",0,0,0,0,1,0,0,3,27
"11163",1,7,0,1,1,1,1,5,28
"11164",0,0,1,0,1,0,1,0,55
"11165",0,2,0,0,1,1,0,2,67
"11166",0,2,0,0,0,0,0,3,19
"11167",0,0,0,0,0,1,0,3,59
"11168",0,0,0,0,1,0,0,3,39
"11169",0,7,0,0,0,1,1,4,43
"11170",1,7,0,0,1,1,0,2,27
"11171",0,2,0,0,1,0,0,2,22
"11172",1,8,0,0,1,1,1,6,33
"11173",1,8,0,1,1,1,1,4,28
"11174",0,0,1,0,0,1,0,5,31
"11175",0,2,0,0,1,1,1,5,53
"11176",1,7,0,1,0,1,0,6,51
"11177",0,6,1,0,1,0,1,6,42
"11178",1,5,0,0,0,1,1,3,54
"11179",0,2,1,0,1,1,0,1,45
"11180",1,4,1,1,0,1,0,6,40
"11181",0,0,1,0,0,1,0,3,60
"11182",0,4,0,0,0,1,0,3,60
"11183",0,4,0,0,1,1,0,5,56
"11184",1,7,0,0,1,1,0,3,53
"11185",1,5,0,0,1,1,1,6,42
"11186",1,7,0,1,0,1,0,5,33
"11187",1,8,1,1,0,1,0,2,57
"11188",1,3,0,0,1,1,0,0,66
"11189",0,8,0,0,0,1,0,6,74
"11190",0,4,0,0,1,1,0,5,47
"11191",1,7,1,1,0,1,0,6,51
"11192",1,2,0,0,0,1,0,1,77
"11193",0,0,1,0,1,1,1,5,49
"11194",0,1,1,0,0,1,0,0,26
"11195",0,2,0,0,1,1,0,3,30
"11196",0,7,0,0,0,1,1,5,47
"11197",0,7,0,0,1,1,1,6,34
"11198",1,5,0,1,0,1,0,5,39
"11199",1,7,0,0,1,1,1,5,46
"11200",1,3,0,0,0,1,0,2,37
"11201",0,2,0,0,0,1,1,5,44
"11202",1,2,0,0,1,1,0,4,50
"11203",0,7,1,1,0,0,0,1,77
"11204",0,8,0,0,1,0,0,0,64
"11205",0,3,0,0,1,1,1,6,47
"11206",0,8,0,0,0,0,0,3,63
"11207",1,2,0,0,1,1,1,6,59
"11208",0,1,0,0,0,1,1,3,25
"11209",0,7,0,0,0,1,1,6,59
"11210",0,3,0,0,1,1,0,5,21
"11211",0,5,0,0,1,1,0,2,42
"11212",0,8,1,0,0,1,1,6,26
"11213",1,5,0,0,1,1,0,4,64
"11214",1,3,0,0,1,0,0,3,50
"11215",0,7,1,0,1,1,1,6,69
"11216",0,1,0,0,0,1,0,5,49
"11217",1,2,0,1,0,1,0,2,28
"11218",1,6,0,1,0,1,0,3,58
"11219",0,7,0,0,0,1,0,1,76
"11220",1,4,0,0,0,1,0,3,29
"11221",1,8,0,1,0,1,0,6,39
"11222",0,0,0,0,0,1,0,1,33
"11223",1,8,1,1,1,1,1,6,44
"11224",0,5,1,0,0,0,1,1,36
"11225",0,7,0,1,1,1,0,6,67
"11226",0,3,0,0,0,1,0,1,58
"11227",1,0,0,0,0,1,1,3,37
"11228",0,7,0,1,0,1,1,5,38
"11229",1,7,0,0,0,1,0,1,70
"11230",1,7,0,1,0,1,0,6,72
"11231",1,8,0,1,1,1,0,3,71
"11232",0,0,0,0,0,0,0,3,40
"11233",1,7,0,1,0,1,0,4,52
"11234",1,5,0,0,0,1,1,6,40
"11235",0,3,0,0,0,1,0,0,68
"11236",1,2,0,1,0,1,0,3,53
"11237",1,7,0,0,0,1,0,5,46
"11238",1,7,0,0,0,1,0,1,67
"11239",0,7,0,1,0,1,0,6,27
"11240",1,7,0,0,0,0,0,6,27
"11241",0,0,1,0,0,0,1,3,36
"11242",1,7,0,0,0,1,1,6,55
"11243",0,3,0,0,1,0,0,2,22
"11244",1,7,1,1,0,1,0,3.57625340885253,55
"11245",0,0,0,0,0,1,0,3,20
"11246",1,7,0,0,1,1,1,6,43
"11247",1,8,1,1,0,1,0,6,46
"11248",0,6,0,0,0,0,1,0,55
"11249",0,3,0,1,0,1,0,1,50
"11250",1,3,0,0,0,1,1,2,45
"11251",0,0,0,0,0,1,0,3,42
"11252",1,7,0,0,1,1,1,4,55
"11253",1,8,1,1,1,1,1,3,32
"11254",0,2,0,0,1,1,0,6,61
"11255",0,0,1,0,1,1,1,6,40
"11256",1,5,0,0,1,1,0,3,27
"11257",0,7,0,0,0,0,0,1,30
"11258",1,5,0,0,0,0,0,0,51
"11259",1,8,0,0,0,1,0,6,44
"11260",0,7,1,0,0,1,0,1,44
"11261",0,2,0,0,1,1,1,0,45
"11262",0,5,0,1,0,0,0,2,59
"11263",1,3,0,1,0,0,0,3,31
"11264",0,7,0,0,0,0,0,5,36
"11265",0,0,0,0,0,0,0,3,32
"11266",0,2,0,1,1,0,0,0,39
"11267",1,7,0,1,0,0,0,5,52
"11268",0,1,0,0,1,0,0,2,25
"11269",0,4,0,1,0,0,0,3,26
"11270",0,4,1,0,1,0,1,1,28
"11271",1,8,0,1,0,0,0,1,71
"11272",1,5,0,1,1,1,0,6,29
"11273",0,0,0,0,0,1,0,3,84
"11274",0,1,0,0,0,1,1,6,74
"11275",0,1,0,0,1,1,0,0,28
"11276",0,6,0,1,0,1,0,6,63
"11277",1,7,0,1,0,1,0,0,50
"11278",0,0,0,0,1,1,1,3,59
"11279",0,2,0,0,1,1,0,2,32
"11280",0,2,0,1,0,1,0,5,48
"11281",0,2,0,0,0,1,0,3,29
"11282",0,6,0,0,0,1,1,6,41
"11283",0,3,0,0,1,1,0,0,75
"11284",1,2,0,0,0,1,0,2,49
"11285",0,3,0,0,0,1,0,3,76
"11286",0,0,0,0,0,1,0,3,34
"11287",0,0,1,0,1,1,0,2,45
"11288",0,0,0,0,0,1,0,2,37
"11289",0,2,1,0,0,1,0,2,28
"11290",1,5,0,1,0,1,0,0,52
"11291",0,0,0,0,1,1,0,3,32
"11292",0,4,0,0,0,1,0,2,28
"11293",1,6,0,0,1,1,0,6,37
"11294",0,0,0,0,1,1,0,5,25
"11295",1,7,0,1,0,1,0,4,38
"11296",1,0,0,0,1,1,0,3,55
"11297",1,8,0,0,0,1,0,0,33
"11298",1,7,0,1,1,1,0,6,51
"11299",0,0,0,0,0,1,0,1,60
"11300",0,0,0,0,1,1,0,3,57
"11301",0,0,1,0,0,1,0,5,48
"11302",0,0,0,0,1,1,0,5,47
"11303",0,1,0,0,1,1,0,3,29
"11304",0,0,0,0,1,1,0,1,51
"11305",0,0,0,0,1,1,0,3,28
"11306",1,8,0,1,0,1,0,6,64
"11307",0,7,0,0,0,1,0,6,46
"11308",1,7,0,0,0,1,0,5,64
"11309",0,4,0,1,1,1,0,6,44
"11310",0,0,0,0,0,1,0,3,23
"11311",0,5,1,1,0,1,1,4,42
"11312",0,2,0,0,0,1,0,4,56
"11313",0,7,0,0,0,1,0,5,58
"11314",0,0,0,0,1,1,0,3,32
"11315",0,4,0,0,0,1,0,6,82
"11316",0,2,0,0,0,1,0,5,78
"11317",0,0,0,0,1,1,1,4,34
"11318",0,1,0,0,1,1,0,1,56
"11319",0,2,0,0,0,1,0,5,50
"11320",1,7,0,0,1,1,0,6,20
"11321",1,8,0,1,0,1,0,5,51
"11322",0,2,0,0,1,1,1,2,38
"11323",1,5,0,0,0,1,0,2,46
"11324",0,2,0,0,0,1,0,1,75
"11325",0,0,0,0,1,1,0,3,31
"11326",0,2,0,1,0,1,0,3,38
"11327",0,0,1,0,1,1,0,4,74
"11328",0,5,0,1,1,1,0,0,85
"11329",0,5,0,0,1,1,1,1,43
"11330",0,0,0,0,1,1,0,3,24
"11331",0,2,0,1,1,1,0,3,24
"11332",0,8,0,0,0,1,0,3,54
"11333",0,5,0,0,0,1,0,6,58
"11334",1,2,0,0,1,1,0,3,49
"11335",0,0,0,0,1,1,0,2,68
"11336",0,5,0,0,1,1,1,5,53
"11337",0,0,1,0,1,1,1,2,61
"11338",1,7,0,0,1,1,1,5,41
"11339",0,3,1,1,0,1,0,4,39
"11340",0,0,0,0,1,1,1,6,59
"11341",0,2,0,0,0,1,1,4,47
"11342",0,0,0,0,1,1,0,3,48
"11343",0,3,0,0,1,1,0,1,58
"11344",0,2,0,0,0,1,0,5,49
"11345",1,4,0,0,0,1,0,3,37
"11346",0,7,0,0,0,1,0,3.57625340885253,61
"11347",1,8,0,1,1,1,0,3,47
"11348",0,6,0,0,0,0,0,2,33
"11349",0,0,1,0,1,0,0,3,49
"11350",0,7,1,0,1,0,1,1,27
"11351",0,0,1,0,1,1,0,3,72
"11352",0,6,0,0,1,1,1,6,44
"11353",0,7,0,1,0,1,0,5,70
"11354",0,0,0,0,0,1,1,3,48
"11355",0,0,0,0,0,1,0,1,71
"11356",1,0,1,1,0,0,0,2,23
"11357",0,6,1,0,0,0,0,1,37
"11358",0,7,0,1,0,1,0,3,77
"11359",0,4,0,1,1,0,0,3,60
"11360",0,7,0,1,0,1,0,4,21
"11361",0,4,1,1,0,0,0,6,45
"11362",0,0,0,0,0,1,0,3,19
"11363",0,2,0,0,1,0,0,3,54
"11364",0,7,1,1,0,1,1,5,89
"11365",0,4,1,1,0,1,0,1,37
"11366",1,1,0,1,0,1,0,6,88
"11367",0,1,1,1,0,0,0,3,33
"11368",1,7,0,1,1,0,0,2,39
"11369",1,3,0,1,0,1,0,3,69
"11370",0,3,0,0,1,0,0,2,34
"11371",1,6,0,0,1,1,0,2,46
"11372",0,2,0,0,0,0,0,3,54
"11373",1,6,0,1,1,1,0,5,23
